,firstChar,lastChar,isLastCharVowel,lastTwoChar,gender
1103,l,h,0,sh,1
1104,r,h,0,sh,1
1105,s,l,0,il,1
1106,s,r,0,ar,1
1107,s,h,0,sh,1
1108,k,p,0,ep,1
1109,r,m,0,am,1
1110,p,m,0,em,1
1111,m,h,0,sh,1
1112,s,r,0,er,1
1113,p,n,0,en,1
1114,s,n,0,in,1
1115,s,r,0,er,1
1116,d,j,0,aj,1
1117,r,h,0,sh,1
1118,r,m,0,am,1
1119,s,i,1,ni,1
1120,s,n,0,an,1
1121,r,i,1,ki,1
1122,a,m,0,am,1
1123,k,j,0,aj,1
1124,s,h,0,sh,1
1125,s,i,1,ri,1
1126,n,j,0,aj,1
1127,s,v,0,ev,1
1128,r,l,0,ul,1
1129,k,n,0,an,1
1130,c,n,0,an,1
1131,h,h,0,sh,1
1132,j,n,0,in,1
1133,d,h,0,sh,1
1134,a,t,0,it,1
1135,s,m,0,am,1
1136,m,h,0,sh,1
1137,c,l,0,al,1
1138,s,v,0,ev,1
1139,h,u,1,hu,1
1140,p,j,0,aj,1
1141,v,y,0,ay,1
1142,s,t,0,at,1
1143,u,a,1,ma,1
1144,d,k,0,ak,1
1145,a,n,0,an,1
1146,m,n,0,an,1
1147,b,h,0,sh,1
1148,j,y,0,ay,1
1149,a,t,0,it,1
1150,v,h,0,sh,1
1151,r,i,1,vi,1
1152,m,n,0,an,1
1153,l,j,0,aj,1
1154,p,n,0,en,1
1155,a,t,0,it,1
1156,s,n,0,in,1
1157,a,h,0,sh,1
1158,p,t,0,it,1
1159,a,t,0,et,1
1160,l,k,0,ok,1
1161,r,n,0,an,1
1162,p,p,0,ep,1
1163,r,m,0,am,1
1164,s,t,0,it,1
1165,r,l,0,ul,1
1166,r,t,0,it,1
1167,r,l,0,ul,1
1168,s,t,0,et,1
1169,c,i,1,di,1
1170,d,j,0,aj,1
1171,d,k,0,ak,1
1172,s,l,0,il,1
1173,n,h,0,sh,1
1174,s,p,0,ep,1
1175,s,h,0,kh,1
1176,k,u,1,lu,1
1177,i,r,0,ar,1
1178,s,h,0,sh,1
1179,a,h,0,sh,1
1180,l,j,0,aj,1
1181,t,a,1,ra,1
1182,g,v,0,av,1
1183,g,v,0,av,1
1184,s,v,0,ev,1
1185,r,l,0,ul,1
1186,r,a,1,ja,1
1187,s,h,0,sh,1
1188,r,r,0,er,1
1189,s,r,0,ar,1
1190,l,n,0,an,1
1191,k,i,1,ri,1
1192,m,v,0,iv,1
1193,s,l,0,il,1
1194,s,m,0,am,1
1195,k,n,0,in,1
1196,j,h,0,sh,1
1197,a,n,0,un,1
1198,m,u,1,nu,1
1199,m,h,0,sh,1
1200,a,a,1,ya,1
1201,a,g,0,ag,1
1202,r,u,1,ju,1
1203,v,y,0,ay,1
1204,b,l,0,al,1
1205,r,u,1,ju,1
1206,l,h,0,sh,1
1207,s,y,0,ay,1
1208,r,l,0,ul,1
1209,j,a,1,ra,1
1210,j,l,0,al,1
1211,p,j,0,aj,1
1212,r,y,0,ey,1
1213,c,a,1,ra,1
1214,r,h,0,sh,1
1215,m,r,0,er,1
1216,a,n,0,an,1
1217,a,l,0,ul,1
1218,p,m,0,em,1
1219,p,t,0,nt,1
1220,v,l,0,al,1
1221,n,j,0,aj,1
1222,a,n,0,un,1
1223,b,t,0,nt,1
1224,b,t,0,nt,1
1225,r,l,0,ul,1
1226,p,d,0,ad,1
1227,a,t,0,it,1
1228,v,a,1,ra,1
1229,a,y,0,ay,1
1230,s,h,0,sh,1
1231,g,v,0,av,1
1232,m,r,0,ar,1
1233,s,h,0,kh,1
1234,m,t,0,it,1
1235,r,r,0,er,1
1236,h,n,0,on,1
1237,d,h,0,sh,1
1238,g,v,0,av,1
1239,i,t,0,et,1
1240,a,j,0,uj,1
1241,b,u,1,du,1
1242,d,m,0,am,1
1243,s,r,0,ir,1
1244,s,v,0,iv,1
1245,d,r,0,er,1
1246,s,h,0,bh,1
1247,a,a,1,ya,1
1248,r,l,0,ul,1
1249,p,n,0,an,1
1250,a,i,1,di,1
1251,s,l,0,il,1
1252,s,n,0,in,1
1253,a,n,0,an,1
1254,r,z,0,az,1
1255,s,l,0,il,1
1256,s,r,0,ar,1
1257,b,r,0,ir,1
1258,r,m,0,am,1
1259,p,j,0,aj,1
1260,b,r,0,er,1
1261,y,h,0,sh,1
1262,s,j,0,aj,1
1263,m,h,0,sh,1
1264,m,k,0,ak,1
1265,r,l,0,ul,1
1266,d,h,0,sh,1
1267,m,r,0,er,1
1268,y,h,0,sh,1
1269,g,m,0,am,1
1270,d,d,0,nd,1
1271,b,n,0,an,1
1272,r,h,0,sh,1
1273,p,s,0,as,1
1274,f,n,0,an,1
1275,s,v,0,iv,1
1276,r,n,0,an,1
1277,g,h,0,sh,1
1278,c,n,0,en,1
1279,s,a,1,va,1
1280,s,p,0,ep,1
1281,d,k,0,ak,1
1282,a,h,0,sh,1
1283,v,r,0,er,1
1284,r,n,0,an,1
1285,v,d,0,od,1
1286,s,j,0,aj,1
1287,n,l,0,al,1
1288,r,m,0,am,1
1289,a,h,0,sh,1
1290,a,f,0,if,1
1291,v,y,0,ay,1
1292,h,h,0,sh,1
1293,c,m,0,am,1
1294,s,r,0,ar,1
1295,a,h,0,sh,1
1296,a,t,0,it,1
1297,r,m,0,am,1
1298,m,j,0,oj,1
1299,i,m,0,am,1
1300,p,j,0,aj,1
1301,s,y,0,ay,1
1302,r,r,0,ar,1
1303,s,b,0,ib,1
1304,k,a,1,na,1
1305,s,j,0,aj,1
1306,d,k,0,ak,1
1307,a,y,0,ay,1
1308,s,i,1,li,1
1309,p,h,0,sh,1
1310,n,h,0,sh,1
1311,h,t,0,nt,1
1312,a,t,0,it,1
1313,s,y,0,ay,1
1314,s,m,0,am,1
1315,r,u,1,ju,1
1316,r,a,1,ra,1
1317,v,y,0,ey,1
1318,r,m,0,am,1
1319,p,m,0,em,1
1320,d,r,0,er,1
1321,s,l,0,il,1
1322,s,i,1,mi,1
1323,r,h,0,sh,1
1324,d,k,0,ak,1
1325,h,h,0,sh,1
1326,h,h,0,sh,1
1327,a,h,0,sh,1
1328,m,i,1,ri,1
1329,r,a,1,ja,1
1330,n,n,0,an,1
1331,s,j,0,aj,1
1332,r,u,1,tu,1
1333,d,r,0,er,1
1334,r,a,1,ja,1
1335,j,r,0,ir,1
1336,s,v,0,iv,1
1337,h,r,0,er,1
1338,a,n,0,un,1
1339,a,i,1,di,1
1340,s,n,0,an,1
1341,p,d,0,ad,1
1342,j,n,0,in,1
1343,p,k,0,ik,1
1344,k,l,0,il,1
1345,s,t,0,it,1
1346,y,h,0,sh,1
1347,m,j,0,oj,1
1348,d,k,0,ak,1
1349,s,n,0,in,1
1350,r,j,0,aj,1
1351,a,t,0,it,1
1352,s,m,0,am,1
1353,v,d,0,od,1
1354,i,n,0,an,1
1355,r,n,0,an,1
1356,d,a,1,ya,1
1357,r,r,0,er,1
1358,s,m,0,em,1
1359,c,m,0,am,1
1360,a,n,0,an,1
1361,p,k,0,ak,1
1362,d,h,0,sh,1
1363,s,l,0,al,1
1364,v,m,0,rm,1
1365,s,r,0,er,1
1366,a,l,0,ul,1
1367,r,t,0,it,1
1368,a,u,1,hu,1
1369,s,r,0,er,1
1370,b,t,0,nt,1
1371,r,r,0,ar,1
1372,s,l,0,il,1
1373,p,l,0,ul,1
1374,r,r,0,er,1
1375,a,l,0,il,1
1376,h,h,0,sh,1
1377,i,m,0,am,1
1378,a,h,0,sh,1
1379,a,u,1,hu,1
1380,a,p,0,up,1
1381,s,u,1,nu,1
1382,r,r,0,ir,1
1383,r,l,0,ul,1
1384,s,t,0,nt,1
1385,a,l,0,il,1
1386,a,d,0,nd,1
1387,j,i,1,ai,1
1388,r,m,0,am,1
1389,s,v,0,iv,1
1390,v,y,0,ay,1
1391,s,m,0,am,1
1392,a,j,0,uj,1
1393,m,d,0,ad,1
1394,b,u,1,lu,1
1395,p,u,1,cu,1
1396,r,k,0,ek,1
1397,m,n,0,un,1
1398,m,j,0,oj,1
1399,g,i,1,ri,1
1400,p,i,1,ti,1
1401,p,k,0,ek,1
1402,h,j,0,aj,1
1403,d,k,0,ak,1
1404,r,a,1,ha,1
1405,m,h,0,sh,1
1406,c,n,0,an,1
1407,n,n,0,in,1
1408,n,m,0,em,1
1409,b,u,1,bu,1
1410,s,r,0,er,1
1411,a,n,0,en,1
1412,s,v,0,iv,1
1413,s,h,0,sh,1
1414,d,k,0,ak,1
1415,r,j,0,aj,1
1416,k,l,0,il,1
1417,a,l,0,il,1
1418,a,y,0,ay,1
1419,p,p,0,ep,1
1420,n,n,0,in,1
1421,v,n,0,in,1
1422,v,y,0,ay,1
1423,r,l,0,ul,1
1424,s,j,0,aj,1
1425,c,n,0,an,1
1426,v,l,0,al,1
1427,s,n,0,an,1
1428,d,h,0,sh,1
1429,m,h,0,sh,1
1430,m,r,0,er,1
1431,n,h,0,sh,1
1432,y,h,0,sh,1
1433,n,d,0,nd,1
1434,r,i,1,ni,1
1435,s,m,0,am,1
1436,m,l,0,al,1
1437,s,h,0,sh,1
1438,r,d,0,ad,1
1439,r,t,0,it,1
1440,g,m,0,am,1
1441,a,f,0,if,1
1442,s,j,0,aj,1
1443,p,n,0,an,1
1444,r,u,1,ju,1
1445,s,r,0,er,1
1446,s,n,0,in,1
1447,m,t,0,it,1
1448,d,l,0,el,1
1449,r,h,0,sh,1
1450,r,i,1,vi,1
1451,z,r,0,ir,1
1452,v,s,0,as,1
1453,a,d,0,ad,1
1454,d,k,0,ak,1
1455,a,k,0,ok,1
1456,r,l,0,ul,1
1457,s,n,0,in,1
1458,a,f,0,if,1
1459,n,a,1,ma,1
1460,m,d,0,hd,1
1461,i,n,0,an,1
1462,y,n,0,in,1
1463,n,j,0,aj,1
1464,k,n,0,an,1
1465,r,j,0,aj,1
1466,v,r,0,er,1
1467,i,r,0,er,1
1468,s,b,0,ab,1
1469,t,h,0,th,1
1470,a,r,0,ur,1
1471,g,m,0,am,1
1472,s,t,0,et,1
1473,r,t,0,it,1
1474,s,u,1,nu,1
1475,s,e,1,ne,1
1476,h,d,0,nd,1
1477,c,n,0,an,1
1478,m,d,0,hd,1
1479,d,d,0,nd,1
1480,j,r,0,er,1
1481,d,r,0,er,1
1482,d,p,0,ep,1
1483,m,d,0,hd,1
1484,a,k,0,ek,1
1485,s,r,0,er,1
1486,v,y,0,ky,1
1487,a,f,0,af,1
1488,a,r,0,ar,1
1489,a,t,0,it,1
1490,s,t,0,mt,1
1491,d,j,0,aj,1
1492,m,h,0,sh,1
1493,t,r,0,er,1
1494,r,n,0,an,1
1495,d,r,0,er,1
1496,m,l,0,ul,1
1497,r,m,0,am,1
1498,a,d,0,nd,1
1499,s,v,0,ev,1
1500,a,k,0,ek,1
1501,s,j,0,aj,1
1502,j,r,0,ir,1
1503,m,n,0,in,1
1504,s,v,0,ev,1
1505,a,n,0,an,1
1506,j,r,0,ir,1
1507,a,i,1,ri,1
1508,s,l,0,al,1
1509,n,m,0,im,1
1510,p,r,0,ar,1
1511,r,h,0,sh,1
1512,s,u,1,nu,1
1513,r,u,1,ju,1
1514,s,p,0,ep,1
1515,a,f,0,if,1
1516,j,d,0,id,1
1517,a,l,0,il,1
1518,a,t,0,it,1
1519,a,t,0,it,1
1520,m,o,1,ho,1
1521,r,n,0,an,1
1522,b,l,0,al,1
1523,a,u,1,hu,1
1524,p,n,0,an,1
1525,a,t,0,it,1
1526,j,r,0,ar,1
1527,r,u,1,ju,1
1528,r,u,1,ku,1
1529,s,v,0,iv,1
1530,a,h,0,sh,1
1531,m,d,0,hd,1
1532,y,h,0,sh,1
1533,a,f,0,af,1
1534,r,m,0,am,1
1535,i,u,1,du,1
1536,s,l,0,il,1
1537,v,y,0,ay,1
1538,s,i,1,ai,1
1539,a,y,0,ay,1
1540,s,a,1,ta,1
1541,m,h,0,sh,1
1542,n,h,0,sh,1
1543,m,i,1,ni,1
1544,h,a,1,ra,1
1545,n,j,0,aj,1
1546,s,m,0,am,1
1547,s,u,1,hu,1
1548,a,l,0,il,1
1549,s,l,0,al,1
1550,r,m,0,am,1
1551,r,a,1,da,1
1552,r,t,0,et,1
1553,m,a,1,ra,1
1554,r,n,0,an,1
1555,j,a,1,ra,1
1556,s,m,0,am,1
1557,a,l,0,il,1
1558,d,a,1,ra,1
1559,s,a,1,ya,1
1560,r,v,0,iv,1
1561,h,k,0,ik,1
1562,p,a,1,ja,1
1563,s,k,0,nk,1
1564,s,t,0,et,1
1565,v,y,0,ay,1
1566,s,j,0,aj,1
1567,m,t,0,it,1
1568,m,t,0,it,1
1569,v,l,0,al,1
1570,a,r,0,ar,1
1571,l,l,0,al,1
1572,s,d,0,ad,1
1573,t,r,0,ar,1
1574,m,d,0,hd,1
1575,s,y,0,ay,1
1576,p,r,0,ar,1
1577,a,n,0,an,1
1578,n,r,0,er,1
1579,m,d,0,hd,1
1580,a,u,1,yu,1
1581,p,n,0,an,1
1582,a,h,0,sh,1
1583,a,b,0,ab,1
1584,a,n,0,un,1
1585,r,l,0,ul,1
1586,v,y,0,ay,1
1587,s,u,1,nu,1
1588,a,n,0,an,1
1589,k,n,0,an,1
1590,a,d,0,nd,1
1591,j,r,0,er,1
1592,f,l,0,al,1
1593,r,h,0,sh,1
1594,b,i,1,si,1
1595,s,m,0,am,1
1596,m,h,0,sh,1
1597,u,h,0,sh,1
1598,s,j,0,aj,1
1599,a,n,0,un,1
1600,n,r,0,or,1
1601,b,u,1,lu,1
1602,s,s,0,as,1
1603,k,h,0,sh,1
1604,m,h,0,sh,1
1605,t,r,0,ir,1
1606,s,n,0,an,1
1607,r,l,0,ul,1
1608,g,v,0,av,1
1609,m,a,1,ta,1
1610,v,y,0,ay,1
1611,r,n,0,in,1
1612,r,i,1,vi,1
1613,l,m,0,am,1
1614,r,m,0,am,1
1615,b,r,0,er,1
1616,a,l,0,il,1
1617,b,i,1,ki,1
1618,a,h,0,sh,1
1619,m,d,0,nd,1
1620,a,h,0,sh,1
1621,b,t,0,at,1
1622,m,l,0,ul,1
1623,s,h,0,sh,1
1624,r,h,0,sh,1
1625,r,r,0,ar,1
1626,s,r,0,ar,1
1627,a,d,0,nd,1
1628,b,i,1,bi,1
1629,k,l,0,al,1
1630,a,y,0,ay,1
1631,a,n,0,an,1
1632,m,d,0,hd,1
1633,s,n,0,an,1
1634,a,n,0,un,1
1635,a,t,0,et,1
1636,d,k,0,ak,1
1637,p,p,0,ep,1
1638,m,j,0,oj,1
1639,v,d,0,od,1
1640,h,t,0,at,1
1641,a,l,0,ul,1
1642,k,l,0,al,1
1643,a,u,1,su,1
1644,a,l,0,il,1
1645,m,h,0,sh,1
1646,k,u,1,lu,1
1647,a,n,0,un,1
1648,a,i,1,li,1
1649,r,t,0,it,1
1650,k,l,0,al,1
1651,s,j,0,oj,1
1652,b,j,0,ij,1
1653,d,h,0,sh,1
1654,m,d,0,md,1
1655,l,e,1,ve,1
1656,r,v,0,ev,1
1657,s,l,0,il,1
1658,j,i,1,ai,1
1659,o,h,0,sh,1
1660,t,f,0,if,1
1661,s,r,0,er,1
1662,n,h,0,sh,1
1663,l,n,0,an,1
1664,l,o,1,eo,1
1665,f,d,0,id,1
1666,m,d,0,md,1
1667,r,h,0,sh,1
1668,d,j,0,aj,1
1669,s,r,0,er,1
1670,s,u,1,bu,1
1671,m,h,0,sh,1
1672,a,t,0,it,1
1673,s,m,0,im,1
1674,v,y,0,ay,1
1675,b,r,0,er,1
1676,v,y,0,ay,1
1677,d,r,0,er,1
1678,a,t,0,et,1
1679,s,h,0,sh,1
1680,a,n,0,an,1
1681,j,r,0,er,1
1682,m,d,0,hd,1
1683,s,v,0,iv,1
1684,r,y,0,ey,1
1685,m,h,0,sh,1
1686,i,d,0,ad,1
1687,s,r,0,er,1
1688,a,u,1,hu,1
1689,s,h,0,sh,1
1690,p,u,1,tu,1
1691,d,j,0,aj,1
1692,p,m,0,em,1
1693,h,i,1,ri,1
1694,u,r,0,ar,1
1695,v,m,0,am,1
1696,s,u,1,nu,1
1697,g,h,0,sh,1
1698,s,h,0,bh,1
1699,s,r,0,er,1
1700,a,h,0,sh,1
1701,p,j,0,aj,1
1702,s,l,0,al,1
1703,r,h,0,sh,1
1704,v,a,1,ta,1
1705,s,r,0,ir,1
1706,b,h,0,sh,1
1707,r,h,0,sh,1
1708,m,h,0,sh,1
1709,m,d,0,hd,1
1710,g,i,1,pi,1
1711,a,l,0,il,1
1712,l,t,0,it,1
1713,f,a,1,ya,1
1714,c,r,0,er,1
1715,b,m,0,am,1
1716,s,b,0,ib,1
1717,v,h,0,sh,1
1718,s,m,0,am,1
1719,v,y,0,ay,1
1720,b,i,1,li,1
1721,r,t,0,et,1
1722,r,h,0,sh,1
1723,c,r,0,er,1
1724,r,h,0,sh,1
1725,o,m,0,om,1
1726,r,r,0,er,1
1727,m,h,0,sh,1
1728,n,e,1,he,1
1729,h,t,0,at,1
1730,s,u,1,su,1
1731,r,l,0,el,1
1732,k,l,0,al,1
1733,a,t,0,it,1
1734,a,t,0,it,1
1735,l,t,0,it,1
1736,b,a,1,ra,1
1737,b,n,0,an,1
1738,b,l,0,al,1
1739,c,n,0,an,1
1740,n,m,0,em,1
1741,h,m,0,om,1
1742,a,u,1,hu,1
1743,a,u,1,hu,1
1744,s,v,0,ev,1
1745,a,m,0,am,1
1746,a,h,0,sh,1
1747,b,a,1,ma,1
1748,r,d,0,id,1
1749,g,a,1,ra,1
1750,d,k,0,ak,1
1751,s,m,0,am,1
1752,j,d,0,ed,1
1753,i,r,0,er,1
1754,s,n,0,an,1
1755,g,g,0,eg,1
1756,j,r,0,ir,1
1757,a,n,0,an,1
1758,s,r,0,er,1
1759,u,r,0,er,1
1760,r,a,1,ra,1
1761,s,r,0,ir,1
1762,s,d,0,id,1
1763,n,h,0,sh,1
1764,d,a,1,va,1
1765,a,t,0,it,1
1766,s,h,0,sh,1
1767,s,l,0,il,1
1768,s,l,0,al,1
1769,c,n,0,an,1
1770,d,k,0,ak,1
1771,r,i,1,vi,1
1772,s,t,0,nt,1
1773,m,t,0,it,1
1774,s,m,0,im,1
1775,r,i,1,hi,1
1776,p,p,0,ep,1
1777,g,v,0,av,1
1778,m,t,0,et,1
1779,h,k,0,ak,1
1780,h,i,1,ri,1
1781,n,m,0,em,1
1782,r,l,0,ul,1
1783,p,j,0,aj,1
1784,a,l,0,il,1
1785,m,j,0,oj,1
1786,j,a,1,ya,1
1787,a,t,0,at,1
1788,d,p,0,ip,1
1789,r,r,0,ir,1
1790,a,t,0,it,1
1791,a,h,0,sh,1
1792,r,h,0,sh,1
1793,a,k,0,ok,1
1794,a,y,0,ay,1
1795,s,t,0,it,1
1796,s,h,0,sh,1
1797,y,r,0,ar,1
1798,y,r,0,ar,1
1799,m,j,0,oj,1
1800,o,m,0,om,1
1801,r,n,0,an,1
1802,l,i,1,ni,1
1803,j,n,0,an,1
1804,s,u,1,nu,1
1805,v,d,0,ed,1
1806,d,k,0,ak,1
1807,j,u,1,tu,1
1808,b,i,1,ri,1
1809,a,h,0,sh,1
1810,v,t,0,it,1
1811,g,i,1,ri,1
1812,n,b,0,ab,1
1813,r,n,0,an,1
1814,a,t,0,it,1
1815,h,l,0,al,1
1816,a,t,0,et,1
1817,s,h,0,sh,1
1818,s,t,0,at,1
1819,v,a,1,ha,1
1820,k,r,0,ar,1
1821,p,t,0,it,1
1822,s,h,0,sh,1
1823,s,h,0,kh,1
1824,m,t,0,it,1
1825,h,u,1,hu,1
1826,m,h,0,sh,1
1827,i,n,0,an,1
1828,r,i,1,vi,1
1829,s,i,1,ri,1
1830,d,r,0,er,1
1831,s,h,0,ah,1
1832,i,n,0,an,1
1833,s,t,0,it,1
1834,t,r,0,er,1
1835,r,t,0,it,1
1836,v,d,0,od,1
1837,r,r,0,er,1
1838,l,l,0,al,1
1839,d,p,0,ep,1
1840,a,l,0,il,1
1841,s,h,0,sh,1
1842,t,i,1,ni,1
1843,c,r,0,er,1
1844,m,n,0,in,1
1845,j,i,1,ti,1
1846,r,h,0,sh,1
1847,r,k,0,ak,1
1848,b,l,0,al,1
1849,d,k,0,ak,1
1850,s,m,0,am,1
1851,b,u,1,tu,1
1852,c,n,0,an,1
1853,l,t,0,it,1
1854,j,d,0,id,1
1855,n,n,0,in,1
1856,v,l,0,al,1
1857,d,p,0,ep,1
1858,c,r,0,ar,1
1859,g,v,0,av,1
1860,r,n,0,an,1
1861,d,h,0,sh,1
1862,v,l,0,al,1
1863,s,j,0,aj,1
1864,a,a,1,ya,1
1865,r,u,1,ju,1
1866,n,d,0,nd,1
1867,j,a,1,ra,1
1868,n,d,0,ed,1
1869,r,h,0,sh,1
1870,a,t,0,it,1
1871,n,h,0,sh,1
1872,h,t,0,nt,1
1873,k,p,0,ep,1
1874,a,y,0,ay,1
1875,a,h,0,ah,1
1876,h,h,0,sh,1
1877,r,r,0,ir,1
1878,a,u,1,hu,1
1879,c,n,0,an,1
1880,d,r,0,ir,1
1881,b,m,0,am,1
1882,d,r,0,ar,1
1883,s,m,0,am,1
1884,a,k,0,ok,1
1885,r,i,1,vi,1
1886,p,t,0,et,1
1887,t,f,0,if,1
1888,g,m,0,am,1
1889,s,h,0,sh,1
1890,s,h,0,th,1
1891,l,h,0,sh,1
1892,v,k,0,ek,1
1893,k,n,0,an,1
1894,r,l,0,ul,1
1895,c,g,0,ag,1
1896,d,k,0,ak,1
1897,g,v,0,av,1
1898,m,j,0,oj,1
1899,h,l,0,al,1
1900,d,r,0,er,1
1901,t,n,0,an,1
1902,r,q,0,iq,1
1903,s,i,1,ri,1
1904,m,t,0,et,1
1905,b,j,0,aj,1
1906,r,v,0,ev,1
1907,d,a,1,na,1
1908,a,h,0,sh,1
1909,a,k,0,ok,1
1910,b,i,1,ri,1
1911,g,n,0,an,1
1912,a,h,0,sh,1
1913,k,l,0,ul,1
1914,m,l,0,al,1
1915,r,r,0,er,1
1916,l,l,0,al,1
1917,l,e,1,ve,1
1918,f,j,0,oj,1
1919,d,h,0,sh,1
1920,h,i,1,ri,1
1921,s,h,0,th,1
1922,b,u,1,lu,1
1923,a,r,0,ar,1
1924,g,n,0,an,1
1925,k,d,0,ed,1
1926,v,s,0,as,1
1927,l,e,1,ce,1
1928,s,u,1,nu,1
1929,v,k,0,ek,1
1930,r,h,0,sh,1
1931,a,d,0,ad,1
1932,j,d,0,ed,1
1933,b,u,1,lu,1
1934,s,n,0,in,1
1935,d,k,0,ak,1
1936,r,l,0,ul,1
1937,r,u,1,ku,1
1938,p,d,0,od,1
1939,m,d,0,hd,1
1940,n,n,0,en,1
1941,a,n,0,an,1
1942,p,n,0,en,1
1943,a,r,0,ar,1
1944,a,m,0,am,1
1945,r,l,0,ul,1
1946,a,t,0,it,1
1947,a,j,0,uj,1
1948,s,y,0,ay,1
1949,v,n,0,in,1
1950,d,r,0,er,1
1951,a,k,0,ek,1
1952,h,m,0,um,1
1953,p,n,0,an,1
1954,r,t,0,nt,1
1955,p,d,0,od,1
1956,d,r,0,er,1
1957,k,n,0,an,1
1958,m,t,0,it,1
1959,j,r,0,er,1
1960,m,r,0,ir,1
1961,a,y,0,ay,1
1962,n,u,1,du,1
1963,r,i,1,vi,1
1964,r,i,1,ni,1
1965,t,j,0,aj,1
1966,m,d,0,md,1
1967,b,u,1,lu,1
1968,u,y,0,ay,1
1969,u,n,0,wn,1
1970,r,m,0,am,1
1971,d,n,0,an,1
1972,k,e,1,ve,1
1973,a,u,1,hu,1
1974,r,i,1,vi,1
1975,b,y,0,by,1
1976,r,n,0,an,1
1977,s,n,0,in,1
1978,m,j,0,oj,1
1979,s,m,0,im,1
1980,s,n,0,an,1
1981,r,h,0,sh,1
1982,s,r,0,er,1
1983,m,n,0,in,1
1984,k,n,0,an,1
1985,s,u,1,hu,1
1986,k,n,0,an,1
1987,s,m,0,am,1
1988,b,u,1,bu,1
1989,p,p,0,p,1
1990,r,i,1,vi,1
1991,a,h,0,kh,1
1992,a,h,0,sh,1
1993,a,a,1,ya,1
1994,a,h,0,sh,1
1995,r,t,0,it,1
1996,r,n,0,an,1
1997,m,h,0,sh,1
1998,m,u,1,nu,1
1999,s,m,0,am,1
2000,l,i,1,ki,1
2001,r,h,0,sh,1
2002,m,j,0,oj,1
2003,h,t,0,et,1
2004,s,u,1,nu,1
2005,i,l,0,al,1
2006,r,t,0,it,1
2007,v,d,0,nd,1
2008,s,t,0,it,1
2009,t,n,0,an,1
2010,r,l,0,ul,1
2011,a,u,1,hu,1
2012,r,r,0,er,1
2013,m,r,0,ir,1
2014,r,l,0,ul,1
2015,a,f,0,if,1
2016,d,k,0,ak,1
2017,k,n,0,an,1
2018,r,i,1,vi,1
2019,r,i,1,vi,1
2020,k,p,0,ep,1
2021,k,h,0,sh,1
2022,v,t,0,et,1
2023,s,j,0,aj,1
2024,v,l,0,al,1
2025,l,t,0,it,1
2026,m,n,0,un,1
2027,a,n,0,an,1
2028,r,i,1,hi,1
2029,s,u,1,nu,1
2030,a,h,0,sh,1
2031,b,v,0,ev,1
2032,v,l,0,al,1
2033,s,v,0,iv,1
2034,a,h,0,sh,1
2035,t,k,0,ok,1
2036,v,m,0,am,1
2037,m,h,0,sh,1
2038,l,t,0,it,1
2039,o,m,0,om,1
2040,a,t,0,it,1
2041,k,n,0,an,1
2042,s,l,0,il,1
2043,n,m,0,am,1
2044,m,d,0,ad,1
2045,a,y,0,ay,1
2046,d,h,0,sh,1
2047,m,n,0,an,1
2048,m,j,0,uj,1
2049,k,p,0,ep,1
2050,k,i,1,li,1
2051,s,p,0,ep,1
2052,m,v,0,av,1
2053,k,h,0,sh,1
2054,m,r,0,ur,1
2055,n,d,0,nd,1
2056,m,r,0,er,1
2057,k,a,1,ya,1
2058,r,t,0,it,1
2059,d,k,0,ak,1
2060,a,d,0,nd,1
2061,m,k,0,ak,1
2062,g,l,0,al,1
2063,d,k,0,ak,1
2064,j,n,0,an,1
2065,j,h,0,sh,1
2066,b,l,0,al,1
2067,d,r,0,er,1
2068,j,n,0,in,1
2069,c,n,0,an,1
2070,m,d,0,hd,1
2071,s,n,0,in,1
2072,m,n,0,an,1
2073,b,n,0,an,1
2074,d,h,0,sh,1
2075,g,n,0,an,1
2076,o,m,0,om,1
2077,s,h,0,sh,1
2078,s,h,0,kh,1
2079,a,t,0,et,1
2080,r,h,0,sh,1
2081,s,d,0,id,1
2082,s,r,0,ir,1
2083,s,h,0,sh,1
2084,n,m,0,em,1
2085,n,t,0,ot,1
2086,a,d,0,ad,1
2087,m,h,0,sh,1
2088,b,y,0,by,1
2089,n,n,0,an,1
2090,r,p,0,op,1
2091,m,h,0,sh,1
2092,s,m,0,am,1
2093,v,r,0,er,1
2094,r,m,0,am,1
2095,r,u,1,ku,1
2096,b,y,0,ty,1
2097,r,h,0,sh,1
2098,n,n,0,in,1
2099,v,h,0,sh,1
2100,b,l,0,al,1
2101,s,r,0,ir,1
2102,m,u,1,nu,1
2103,m,m,0,im,1
2104,r,n,0,an,1
2105,a,r,0,ar,1
2106,g,l,0,al,1
2107,n,a,1,ha,1
2108,j,t,0,at,1
2109,a,j,0,uj,1
2110,a,l,0,il,1
2111,k,a,1,ta,1
2112,a,k,0,ik,1
2113,s,n,0,in,1
2114,v,m,0,am,1
2115,r,p,0,op,1
2116,s,n,0,an,1
2117,b,u,1,lu,1
2118,s,j,0,aj,1
2119,s,e,1,ee,1
2120,p,n,0,an,1
2121,i,h,0,kh,1
2122,r,a,1,ra,1
2123,r,a,1,ra,1
2124,k,n,0,an,1
2125,d,u,1,pu,1
2126,h,i,1,ji,1
2127,k,l,0,al,1
2128,s,h,0,kh,1
2129,m,n,0,en,1
2130,a,t,0,it,1
2131,a,h,0,sh,1
2132,r,r,0,er,1
